"EUMIDA ID","National ID","Country Code","Institution Name","English Institution Name","Institution Name Comments","Institution Name; Reference Year","Institution Name; Data Flag","Institution Name; Data Source","Institution Name; Date Data Collection","Institution Category; National Language","Institution Category; English","Institution Category; Comments","Institution Category; Reference Year","Institution Category; Data Flag","Institution Category; Data Source","Institution Category; Date Data Collection","NUTS Region","Region; Comments","Region; Reference Year","Region; Data Flag","Region; Data Source","Region; Date Data Collection","Legal Status","Legal Status; Comments","Legal Status; Reference Year","Legal Status; Data Flag","Legal Status; Data Source","Legal Status; Date Data Collection","Current Status Year","Current Status Year; Comments","Current Status Year; Reference Year","Current Status Year; Data Flag","Current Status Year; Data Source","Current Status Year; Date Data Collection","Foundation Year","Foundation Year; Comments","Foundation Year; Reference Year","Foundation Year; Data Flag","Foundation Year; Data Source","Foundation Year; Date Data Collection","Distance Education","Distance Education; Comments","Distance Education; Reference Year","Distance Education; Data Flag","Distance Education; Data Source","Distance Education; Date Data Collection","Research Active","Research Active; Comments","Research Active; Reference Year","Research Active; Data Flag","Research Active; Data Source","Research Active; Date Data Collection","University Hospital","University Hospital; Comments","University Hospital; Reference Year","University Hospital; Data Flag","University Hospital; Data Source","University Hospital; Date Data Collection","Education Field; General","Education Field; Education","Education Field; Humanities and Arts","Education Field; Social Sciences, Business and L aw","Education Field; Sciences","Education Field; Engineering, Manufacturing and Construction","Education Field; Agriculture","Education Field; Health and Welfare","Education Field; Services","Education Field; Comments","Education Fields; Reference Year","Education Fields; Data Flag","Education Fields; Data Source","Education Fields; Date Data Collection","Highest Degree Awarded","Highest Degree Awarded; Comments","Highest Degree; Reference Year","Highest Degree; Data Flag","Highest Degree; Data Source","Highest Degree, Date DataCollection","Doctorate Degrees Awarded","Doctorate Degrees; Comments","Doctorate Degrees Awarded; Reference Year","Doctorate Degrees Awarded; Data Flag","Doctorate Degrees Awarded; Data Source","Doctorate Degrees Awarded; Date Data Collection","Students ISCED5","Students ISCED5; Comments","Students ISCED5; Reference Year","Students ISCED5; Data Flag","Institution Students ISCED5; Data Source","Students ISCED5; Date Data Collection","International Students ISCED5","International Students ISCED5; Comments","International Students ISCED5; Reference Year","International Students ISCED5; Data Flag","International Students ISCED5; Data Source","International Students ISCED5, Date Data Collection","Students ISCED6","Students ISCED6; Comments","Students ISCED6; Reference Year","Institution Students ISCED6; Data Flag","Students ISCED6; Data Source","Students ISCED6; Date Data Collection","International Students ISCED6","International Students ISCED6; Comments","International Students ISCED6; Reference Year","International Students ISCED6; Data Flag","International Students ISCED6; Data Source","International Students ISCED6; Date Data Collection","Total Staff","Total Staff Comments","Total Staff; Reference Year","Total Staff; Data Flag","Total Staff; Data Source","Total Staff; Date Data Collection",
"AT063","AT_4","AT","Fachhochschule Vorarlberg GmbH","University of Applied Sciences, Vorarlberg",,2008,," Wadsack, I.,  H. Kasparovsky (2004), Higher Education in Austria. 2nd edition. Federal Ministry of Education, Science and Culture, Vienna.",24/11/2009,"Fachhochschule","University of applied sciences",,2008,,"Ministry of Science and Research",29/11/2009,"AT34",,2008,,"HEI website",25/11/2009,"Government dependent",,2008,,"Ministry of Science and Research","28.11.2009",1994,,2008,,"HEI website [http://www.fhv.at/organisation/geschichte]",26/11/2009,1994,,2008,,"HEI website [http://www.fhv.at/organisation/geschichte]",26/11/2009,"No",,2008,,"HEI website",28/11/2009,"Yes",,2008,,"Statistics Austria",20/10/2009,"No",,2008,,,,"No","No","Yes","Yes","Yes","Yes","No","Yes","No",,2008,,"Statistics Austria",09/02/2009,"Master or pre-Bologna equivalent",,2008,,"Statistics Austria",09/02/2009,,,2008,"Not applicable","Statistics Austria",09/02/2010,924,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,,"Statistics Austria",09/02/2010,175,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,,"Statistics Austria",09/02/2010,,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,"Not applicable","Statistics Austria",09/02/2010,,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,"Not applicable","Statistics Austria",09/02/2010,,,2008,"Not available",,,
"AT066","AT_7","AT","Fachhochschule Wiener Neustadt für Wirtschaft und Technik GmbH","University of Applied Sciences Wiener Neustadt for Business and Engeneering",,2008,," Wadsack, I.,  H. Kasparovsky (2004), Higher Education in Austria. 2nd edition. Federal Ministry of Education, Science and Culture, Vienna.",24/11/2009,"Fachhochschule","University of applied sciences",,2008,,"Ministry of Science and Research",29/11/2009,"AT12",,2008,,"HEI website",25/11/2009,"Government dependent",,2008,,"Ministry of Science and Research","28.11.2009",1994,,2008,,"HEI website [http://www.fhwn.ac.at/desktopdefault.aspx?pageid=324; 27.11.2009]",26/11/2009,1994,,2008,,"HEI website [http://www.fhwn.ac.at/desktopdefault.aspx?pageid=324]",26/11/2009,"No",,2008,,"HEI website",28/11/2009,"Yes",,2008,,"Statistics Austria",20/10/2009,"No",,2008,,,,"No","No","No","Yes","Yes","Yes","No","Yes","Yes",,2008,,"Statistics Austria",09/02/2009,"Master or pre-Bologna equivalent",,2008,,"Statistics Austria",09/02/2009,,,2008,"Not applicable","Statistics Austria",09/02/2010,2355,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,,"Statistics Austria",09/02/2010,156,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,,"Statistics Austria",09/02/2010,,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,"Not applicable","Statistics Austria",09/02/2010,,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,"Not applicable","Statistics Austria",09/02/2010,,,2008,"Not available",,,
"AT049","AT_1","AT","Fachhochschulstudiengänge Burgenland GmbH","Fachhochschule Diploma Programs Burgenland",,2008,," Wadsack, I.,  H. Kasparovsky (2004), Higher Education in Austria. 2nd edition. Federal Ministry of Education, Science and Culture, Vienna.",24/11/2009,"Fachhochschule","University of applied sciences",,2008,,"Ministry of Science and Research",29/11/2009,"AT11",,2008,,"HEI website",25/11/2009,"Government dependent",,2008,,"Ministry of Science and Research","28.11.2009",1994,,2008,,"Wikipedia [http://de.wikipedia.org/wiki/Fachhochschulstudieng%C3%A4nge_Burgenland]",26/11/2009,1994,,2008,,"Wikipedia [http://de.wikipedia.org/wiki/Fachhochschulstudieng%C3%A4nge_Burgenland]",26/11/2009,"No",,2008,,"HEI website",28/11/2009,"Yes",,2008,,"Statistics Austria",20/10/2009,"No",,2008,,,,"No","No","No","Yes","Yes","Yes","No","No","No",,2008,,"Statistics Austria",09/02/2009,"Master or pre-Bologna equivalent",,2008,,"Statistics Austria",09/02/2009,,,2008,"Not applicable","Statistics Austria",09/02/2010,1377,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,,"Statistics Austria",09/02/2010,118,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,,"Statistics Austria",09/02/2010,,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,"Not applicable","Statistics Austria",09/02/2010,,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,"Not applicable","Statistics Austria",09/02/2010,,,2008,"Not available",,,
"AT061","AT_24","AT","FFH Gesellschaft zur Erhaltung und Durchführung von Fachhochschul-Studiengängen mbH","Ferdinand Porsche Fern FH-Studiengänge",,2008,,"Österreichische Fachhochschulkonferenz [http://www.fhk.ac.at/index.php?id=18&L=1]",24/11/2009,"Fachhochschule","University of applied sciences",,2008,,"Ministry of Science and Research",29/11/2009,"AT13",,2008,,"HEI website",25/11/2009,"Government dependent",,2008,,"Ministry of Science and Research","28.11.2009",1997,,2008,,"Wikipedia [http://de.wikipedia.org/wiki/Liste_der_Universit%C3%A4ten_und_Fachhochschulen_in_%C3%96sterreich]",26/11/2009,1997,,2008,,"Wikipedia [http://de.wikipedia.org/wiki/Liste_der_Universit%C3%A4ten_und_Fachhochschulen_in_%C3%96sterreich]",26/11/2009,"Yes","Confirmed to be distance education institution by country expert.",2008,,"HEI website",28/11/2009,"Yes",,2008,,"Statistics Austria",20/10/2009,"No",,2008,,,,"No","No","No","Yes","No","No","No","No","No",,2008,,"Statistics Austria",09/02/2009,"Master or pre-Bologna equivalent",,2008,,"Statistics Austria",09/02/2009,,,2008,"Not applicable","Statistics Austria",09/02/2010,82,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,,"Statistics Austria",09/02/2010,0,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,,"Statistics Austria",09/02/2010,,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,"Not applicable","Statistics Austria",09/02/2010,,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,"Not applicable","Statistics Austria",09/02/2010,,,2008,"Not available",,,
"AT068","AT_9","AT","FH JOANNEUM Gesellschaft mbH","University of Applied Sciences Joanneum",,2008,," Wadsack, I.,  H. Kasparovsky (2004), Higher Education in Austria. 2nd edition. Federal Ministry of Education, Science and Culture, Vienna.",24/11/2009,"Fachhochschule","University of applied sciences",,2008,,"Ministry of Science and Research",29/11/2009,"AT22",,2008,,"HEI website",25/11/2009,"Government dependent",,2008,,"Ministry of Science and Research","28.11.2009",1995,,2008,,"HEI website [http://www.fh-joanneum.at/aw/home/Die_FH/~cvy/chronologie/?lan=de; 26.11.2009]",26/11/2009,1995,,2008,,"HEI website [http://www.fh-joanneum.at/aw/home/Die_FH/~cvy/chronologie/?lan=de]",26/11/2009,"No",,2008,,"HEI website",28/11/2009,"Yes",,2008,,"Statistics Austria",20/10/2009,"No",,2008,,,,"No","No","Yes","Yes","Yes","Yes","No","Yes","No",,2008,,"Statistics Austria",09/02/2009,"Master or pre-Bologna equivalent",,2008,,"Statistics Austria",09/02/2009,,,2008,"Not applicable","Statistics Austria",09/02/2010,3158,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,,"Statistics Austria",09/02/2010,142,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,,"Statistics Austria",09/02/2010,,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,"Not applicable","Statistics Austria",09/02/2010,,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,"Not applicable","Statistics Austria",09/02/2010,,,2008,"Not available",,,
"AT057","AT_2","AT","FH OÖ Studienbetriebs GmbH","Upper Austria University of Applied Sciences",,2008,,"Österreichische Fachhochschulkonferenz [http://www.fhk.ac.at/index.php?id=18&L=1]",24/11/2009,"Fachhochschule","University of applied sciences",,2008,,"Ministry of Science and Research",29/11/2009,"AT31",,2008,,"HEI website",25/11/2009,"Government dependent",,2008,,"Ministry of Science and Research","28.11.2009",1994,,2008,,"HEI website [http://www.fh-ooe.at/fh-oberoesterreich/aktuell/presse/fh-ooe-news/15-jahr-jubilaeum/]",26/11/2009,1994,,2008,,"HEI website [http://www.fh-ooe.at/fh-oberoesterreich/aktuell/presse/fh-ooe-news/15-jahr-jubilaeum/]",26/11/2009,"No",,2008,,"HEI website",28/11/2009,"Yes",,2008,,"Statistics Austria",20/10/2009,"No",,2008,,,,"No","No","No","Yes","Yes","Yes","No","Yes","No",,2008,,"Statistics Austria",09/02/2009,"Master or pre-Bologna equivalent",,2008,,"Statistics Austria",09/02/2009,,,2008,"Not applicable","Statistics Austria",09/02/2010,3911,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,,"Statistics Austria",09/02/2010,132,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,,"Statistics Austria",09/02/2010,,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,"Not applicable","Statistics Austria",09/02/2010,,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,"Not applicable","Statistics Austria",09/02/2010,,,2008,"Not available",,,
"AT060","AT_23","AT","FHG – Zentrum für Gesundheitsberufe Tirol GmbH","University of Applied Sciences Tyrol",,2008,,"Österreichische Fachhochschulkonferenz [http://www.fhk.ac.at/index.php?id=18&L=1]",24/11/2009,"Fachhochschule","University of applied sciences",,2008,,"Ministry of Science and Research",29/11/2009,"AT33",,2008,,"HEI website",25/11/2009,"Government dependent",,2008,,"Ministry of Science and Research","28.11.2009",2007,,2008,,"HEI website [http://www.fhg-tirol.ac.at/page.cfm?vpath=fachhochschule/geschichte]",26/11/2009,2007,,2008,,"HEI website [http://www.fhg-tirol.ac.at/page.cfm?vpath=fachhochschule/geschichte]",26/11/2009,"No",,2008,,"HEI website",28/11/2009,"Yes",,2008,,"Statistics Austria",20/10/2009,"No",,2008,,,,"No","No","No","No","No","No","No","Yes","No",,2008,,"Statistics Austria",09/02/2009,"Master or pre-Bologna equivalent",,2008,,"Statistics Austria",09/02/2009,,,2008,"Not applicable","Statistics Austria",09/02/2010,161,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,,"Statistics Austria",09/02/2010,16,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,,"Statistics Austria",09/02/2010,,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,"Not applicable","Statistics Austria",09/02/2010,,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,"Not applicable","Statistics Austria",09/02/2010,,,2008,"Not available",,,
"AT056","AT_18","AT","FHS Kufstein Tirol Bildungs GmbH","FHS Kufstein Tyrol Ltd.",,2008,," Wadsack, I.,  H. Kasparovsky (2004), Higher Education in Austria. 2nd edition. Federal Ministry of Education, Science and Culture, Vienna.",24/11/2009,"Fachhochschule","University of applied sciences",,2008,,"Ministry of Science and Research",29/11/2009,"AT33",,2008,,"HEI website",25/11/2009,"Government dependent",,2008,,"Ministry of Science and Research","28.11.2009",1997,,2008,,"HEI website [http://www2.fh-kufstein.ac.at/ger/AbsolventInnen/Ueber-die-Fachhochschule/Daten-Fakten]",26/11/2009,1997,,2008,,"HEI website [http://www2.fh-kufstein.ac.at/ger/AbsolventInnen/Ueber-die-Fachhochschule/Daten-Fakten]",26/11/2009,"No",,2008,,"HEI website",28/11/2009,"Yes",,2008,,"Statistics Austria",20/10/2009,"No",,2008,,,,"No","No","No","Yes","No","No","No","No","No",,2008,,"Statistics Austria",09/02/2009,"Master or pre-Bologna equivalent",,2008,,"Statistics Austria",09/02/2009,,,2008,"Not applicable","Statistics Austria",09/02/2010,1131,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,,"Statistics Austria",09/02/2010,255,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,,"Statistics Austria",09/02/2010,,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,"Not applicable","Statistics Austria",09/02/2010,,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,"Not applicable","Statistics Austria",09/02/2010,,,2008,"Not available",,,
"AT062","AT_3","AT","FHW-Fachhochschul-Sudiengänge Betriebs- und Forschungseinrichtungen der Wiener Wirtschaft GmbH","Fachhochschule Diploma Programs and Research Institutions of Vienna’s Industry",,2008,," Wadsack, I.,  H. Kasparovsky (2004), Higher Education in Austria. 2nd edition. Federal Ministry of Education, Science and Culture, Vienna.",24/11/2009,"Fachhochschule","University of applied sciences",,2008,,"Ministry of Science and Research",29/11/2009,"AT13",,2008,,"HEI website",25/11/2009,"Government dependent",,2008,,"Ministry of Science and Research","28.11.2009",1994,,2008,,"HEI website [http://www.fh-wien.ac.at/wir/geschichte]",26/11/2009,1994,,2008,,"HEI website [http://www.fh-wien.ac.at/wir/geschichte/]",26/11/2009,"No",,2008,,"HEI website",28/11/2009,"Yes",,2008,,"Statistics Austria",20/10/2009,"No",,2008,,,,"No","No","No","Yes","No","No","No","No","No",,2008,,"Statistics Austria",09/02/2009,"Master or pre-Bologna equivalent",,2008,,"Statistics Austria",09/02/2009,,,2008,"Not applicable","Statistics Austria",09/02/2010,2319,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,,"Statistics Austria",09/02/2010,63,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,,"Statistics Austria",09/02/2010,,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,"Not applicable","Statistics Austria",09/02/2010,,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,"Not applicable","Statistics Austria",09/02/2010,,,2008,"Not available",,,
"AT048","AT_pht","AT","Hochschule für Agrar- und Umweltpädagogik Wien","University College for Agrarian and Environmental Pedagogy",,2008,,"HEI website [http://www.agrarumweltpaedagogik.ac.at/cms/index.php?option=com_content&task=view&id=27&Itemid=64]",24/11/2009,"Pädagogische Hochschule","University college of teacher education",,2008,,"Ministry for Education, Arts and Culture",29/11/2009,"AT13",,2008,,"HEI website",25/11/2009,"Public",,2008,,"Ministry of Science and Research","28.11.2009",2007,,2008,,"website Ministry for Education, Arts and Culture [http://www.bmukk.gv.at/ministerium/vp/pm/20070918.xml]",26/11/2009,2007,,2008,,"website Ministry for Education, Arts and Culture [http://www.bmukk.gv.at/ministerium/vp/pm/20070918.xml]",26/11/2009,"No",,2008,,"HEI website",28/11/2009,"Yes",,2008,,"Statistics Austria",20/10/2009,"No",,2008,,,,"No","Yes","No","No","No","No","No","No","No",,2008,,"Statistics Austria",09/02/2009,"Master or pre-Bologna equivalent",,2008,,"Statistics Austria",09/02/2009,,,2008,"Not applicable","Statistics Austria",09/02/2010,98,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,,"Statistics Austria",09/02/2010,0,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,,"Statistics Austria",09/02/2010,,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,"Not applicable","Statistics Austria",09/02/2010,,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,"Not applicable","Statistics Austria",09/02/2010,,,2008,"Not available",,,
"AT065","AT_6","AT","IMC Fachhochschule Krems GmbH","University of Applied Sciences IMC",,2008,," Wadsack, I.,  H. Kasparovsky (2004), Higher Education in Austria. 2nd edition. Federal Ministry of Education, Science and Culture, Vienna.",24/11/2009,"Fachhochschule","University of applied sciences",,2008,,"Ministry of Science and Research",29/11/2009,"AT12",,2008,,"HEI website",25/11/2009,"Government dependent",,2008,,"Ministry of Science and Research","28.11.2009",1994,,2008,,"HEI website [http://www.fh-krems.ac.at/uber-uns/]",26/11/2009,1994,,2008,,"HEI website [http://www.fh-krems.ac.at/uber-uns/]",26/11/2009,"No",,2008,,"HEI website",28/11/2009,"Yes",,2008,,"Statistics Austria",20/10/2009,"No",,2008,,,,"No","No","No","Yes","No","Yes","No","Yes","No",,2008,,"Statistics Austria",09/02/2009,"Master or pre-Bologna equivalent",,2008,,"Statistics Austria",09/02/2009,,,2008,"Not applicable","Statistics Austria",09/02/2010,1562,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,,"Statistics Austria",09/02/2010,122,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,,"Statistics Austria",09/02/2010,,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,"Not applicable","Statistics Austria",09/02/2010,,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,"Not applicable","Statistics Austria",09/02/2010,,,2008,"Not available",,,
"AT023","AT_UP001","AT","Katholische Theologische Privatuniversität Linz","Catholic Theological Private University Linz",,2008,," Wadsack, I.,  H. Kasparovsky (2004), Higher Education in Austria. 2nd edition. Federal Ministry of Education, Science and Culture, Vienna.",24/11/2009,"Privatuniversität","Private university",,2008,,"Ministry of Science and Research",29/11/2009,"AT31",,2008,,"HEI website",25/11/2009,"Private",,2008,,"Ministry of Science and Research","28.11.2009",2000,,2008,,"website accredidation council [http://www.akkreditierungsrat.at/cont/de/privatuni_01.aspx]",26/11/2009,1672,,2008,,"HEI website [http://www.ktu-linz.ac.at/cms/index.php?option=com_content&task=view&id=469&Itemid=99]",26/11/2009,"No",,2008,,"HEI website",28/11/2009,"Yes",,2008,,"Statistics Austria",20/10/2009,"No",,2008,,,,"No","Yes","Yes","No","No","No","No","No","No",,2008,,"Statistics Austria",09/02/2009,"Doctorate",,2008,,"Statistics Austria",09/02/2009,3,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,,"Statistics Austria",09/02/2010,405,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,,"Statistics Austria",09/02/2010,1,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,,"Statistics Austria",09/02/2010,40,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,,"Statistics Austria",09/02/2010,0,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,,"Statistics Austria",09/02/2010,35,,2008,,"uni:data by Ministry of Science and Research",30/11/2009,
"AT031","AT_UP010","AT","Konservatorium Wien Privatuniversität","Konservatorium Wien University",,2008,,"Österreichischer Akkreditierungsrat [http://www.akkreditierungsrat.at/cont/en/privatuni.aspx]",24/11/2009,"Privatuniversität","Private university",,2008,,"Ministry of Science and Research",29/11/2009,"AT13",,2008,,"HEI website",25/11/2009,"Private",,2008,,"Ministry of Science and Research","28.11.2009",2005,,2008,,"website accredition council [http://www.akkreditierungsrat.at/cont/de/privatuni_kw.aspx]",26/11/2009,2005,,2008,,"website accredition council [http://www.akkreditierungsrat.at/cont/de/privatuni_kw.aspx]",26/11/2009,"No",,2008,,"HEI website",28/11/2009,"Yes",,2008,,"Statistics Austria",20/10/2009,"No",,2008,,,,"No","Yes","Yes","No","No","No","No","No","No",,2008,,"Statistics Austria",09/02/2009,"Master or pre-Bologna equivalent",,2008,,"Statistics Austria",09/02/2009,,,2008,"Not applicable","Statistics Austria",09/02/2010,762,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,,"Statistics Austria",09/02/2010,2,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,,"Statistics Austria",09/02/2010,,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,"Not applicable","Statistics Austria",09/02/2010,,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,"Not applicable","Statistics Austria",09/02/2010,166,,2008,,"uni:data by Ministry of Science and Research",30/11/2009,
"AT059","AT_22","AT","Lauder Business School","Lauder Business School",,2008,,"Österreichische Fachhochschulkonferenz [http://www.fhk.ac.at/index.php?id=18&L=1]",24/11/2009,"Fachhochschule","University of applied sciences",,2008,,"Ministry of Science and Research",29/11/2009,"AT13",,2008,,"HEI website",25/11/2009,"Government dependent",,2008,,"Ministry of Science and Research","28.11.2009",2003,,2008,,"HEI website [http://www.lbs.ac.at/academic-programs]",26/11/2009,2003,,2008,,"HEI website [http://www.lbs.ac.at/academic-programs]",26/11/2009,"No",,2008,,"HEI website",28/11/2009,"Yes",,2008,,"Statistics Austria",20/10/2009,"No",,2008,,,,"No","No","No","Yes","No","No","No","No","No",,2008,,"Statistics Austria",09/02/2009,"Master or pre-Bologna equivalent",,2008,,"Statistics Austria",09/02/2009,,,2008,"Not applicable","Statistics Austria",09/02/2010,181,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,,"Statistics Austria",09/02/2010,151,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,,"Statistics Austria",09/02/2010,,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,"Not applicable","Statistics Austria",09/02/2010,,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,"Not applicable","Statistics Austria",09/02/2010,,,2008,"Not available",,,
"AT054","AT_16","AT","MCI - Management Center Innsbruck Internationale Hochschule GmbH","Management Center Innsbruck Ltd.",,2008,," Wadsack, I.,  H. Kasparovsky (2004), Higher Education in Austria. 2nd edition. Federal Ministry of Education, Science and Culture, Vienna.",24/11/2009,"Fachhochschule","University of applied sciences",,2008,,"Ministry of Science and Research",29/11/2009,"AT33",,2008,,"HEI website",25/11/2009,"Government dependent",,2008,,"Ministry of Science and Research","28.11.2009",1995,,2008,,"Wikipedia [http://de.wikipedia.org/wiki/Liste_der_Universit%C3%A4ten_und_Fachhochschulen_in_%C3%96sterreich]",26/11/2009,1995,,2008,,"Wikipedia [http://de.wikipedia.org/wiki/Liste_der_Universit%C3%A4ten_und_Fachhochschulen_in_%C3%96sterreich]",26/11/2009,"No",,2008,,"HEI website",28/11/2009,"Yes",,2008,,"Statistics Austria",20/10/2009,"No",,2008,,,,"No","No","No","Yes","No","Yes","No","Yes","No",,2008,,"Statistics Austria",09/02/2009,"Master or pre-Bologna equivalent",,2008,,"Statistics Austria",09/02/2009,,,2008,"Not applicable","Statistics Austria",09/02/2010,1735,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,,"Statistics Austria",09/02/2010,205,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,,"Statistics Austria",09/02/2010,,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,"Not applicable","Statistics Austria",09/02/2010,,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,"Not applicable","Statistics Austria",09/02/2010,,,2008,"Not available",,,
"AT015","AT_O","AT","Medizinische Universität Graz","Graz University of Medicine",,2008,," Wadsack, I.,  H. Kasparovsky (2004), Higher Education in Austria. 2nd edition. Federal Ministry of Education, Science and Culture, Vienna.",24/11/2009,"Öffentliche Universität","Public university",,2008,,"Ministry of Science and Research",29/11/2009,"AT22",,2008,,"HEI website",25/11/2009,"Public",,2008,,"Ministry of Science and Research","28.11.2009",2004,,2008,,"Wadsack, I. u. H. Kasparovsky (2007), Das österreichische Hochschulsystem, Bundesministerium für Wissenschaft und Forschung,
Wien.",26/11/2009,2004,,2008,,"Wadsack, I. u. H. Kasparovsky (2007), Das österreichische Hochschulsystem, Bundesministerium für Wissenschaft und Forschung,
Wien.",26/11/2009,"No",,2008,,"HEI website",28/11/2009,"Yes",,2008,,"Statistics Austria",20/10/2009,"Yes",,2008,,"Statistics Austria",,"No","No","No","Yes","No","No","No","Yes","No",,2008,,"Statistics Austria",09/02/2009,"Doctorate",,2008,,"Statistics Austria",09/02/2009,12,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,,"Statistics Austria",09/02/2010,3841,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,,"Statistics Austria",09/02/2010,470,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,,"Statistics Austria",09/02/2010,103,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,,"Statistics Austria",09/02/2010,35,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,,"Statistics Austria",09/02/2010,1764,,2008,,"uni:data by Ministry of Science and Research",30/11/2009,
"AT016","AT_Q","AT","Medizinische Universität Innsbruck","Innsbruck University of Medicine",,2008,," Wadsack, I.,  H. Kasparovsky (2004), Higher Education in Austria. 2nd edition. Federal Ministry of Education, Science and Culture, Vienna.",24/11/2009,"Öffentliche Universität","Public university",,2008,,"Ministry of Science and Research",29/11/2009,"AT33",,2008,,"HEI website",25/11/2009,"Public",,2008,,"Ministry of Science and Research","28.11.2009",2004,,2008,,"Wadsack, I. u. H. Kasparovsky (2007), Das österreichische Hochschulsystem, Bundesministerium für Wissenschaft und Forschung,
Wien.",26/11/2009,2004,,2008,,"Wadsack, I. u. H. Kasparovsky (2007), Das österreichische Hochschulsystem, Bundesministerium für Wissenschaft und Forschung,
Wien.",26/11/2009,"No",,2008,,"HEI website",28/11/2009,"Yes",,2008,,"Statistics Austria",20/10/2009,"Yes",,2008,,"Statistics Austria",,"No","No","No","No","No","No","No","Yes","No",,2008,,"Statistics Austria",09/02/2009,"Doctorate",,2008,,"Statistics Austria",09/02/2009,24,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,,"Statistics Austria",09/02/2010,2875,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,,"Statistics Austria",09/02/2010,976,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,,"Statistics Austria",09/02/2010,165,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,,"Statistics Austria",09/02/2010,72,"academic year 2007/08; prorated according to the number of programmes enrolled",2008,,"Statistics Austria",09/02/2010,1475,,2008,,"uni:data by Ministry of Science and Research",30/11/2009,
